measurementid,modeloutput_median,modeloutput_mean,lower_2_sigma,lower_1_sigma,upper_1_sigma,upper_2_sigma,model_name,preselection
EN18218 338,11013,11167,10745,10823,11665,12226,Undatable,Yes
EN18218 339,11051,11207,10778,10857,11716,12261,Undatable,Yes
EN18218 340,11128,11275,10849,10939,11770,12294,Undatable,Yes
EN18218 341,11205,11344,10906,11016,11821,12331,Undatable,Yes
EN18218 342,11282,11412,10959,11088,11874,12367,Undatable,Yes
EN18218 343,11361,11481,11008,11156,11927,12400,Undatable,Yes
EN18218 344,11441,11549,11055,11219,11984,12430,Undatable,Yes
EN18218 345,11521,11618,11101,11282,12047,12462,Undatable,Yes
EN18218 346,11603,11686,11145,11341,12110,12494,Undatable,Yes
EN18218 347,11685,11753,11190,11398,12170,12525,Undatable,Yes
EN18218 348,11766,11819,11231,11454,12230,12558,Undatable,Yes
EN18218 349,11847,11884,11274,11511,12286,12590,Undatable,Yes
EN18218 350,11929,11947,11316,11565,12340,12622,Undatable,Yes
EN18218 351,12009,12009,11362,11621,12392,12655,Undatable,Yes
EN18218 352,12089,12072,11404,11680,12445,12686,Undatable,Yes
EN18218 353,12170,12136,11443,11743,12496,12720,Undatable,Yes
EN18218 354,12249,12201,11483,11811,12547,12753,Undatable,Yes
EN18218 355,12330,12268,11522,11883,12599,12785,Undatable,Yes
EN18218 356,12411,12336,11562,11953,12651,12818,Undatable,Yes
EN18218 357,12491,12404,11602,12024,12702,12855,Undatable,Yes
EN18218 358,12574,12473,11646,12094,12756,12890,Undatable,Yes
EN18218 359,12657,12541,11683,12155,12810,12928,Undatable,Yes
EN18218 360,12741,12609,11724,12212,12866,12965,Undatable,Yes
EN18218 361,12824,12678,11764,12266,12926,13006,Undatable,Yes
EN18218 362,12901,12746,11806,12320,12995,13050,Undatable,Yes
EN18218 363,12966,12806,11849,12375,13060,13098,Undatable,Yes
EN18218 364,12996,12841,11888,12429,13087,13139,Undatable,Yes
EN18218 365,13026,12877,11929,12480,13114,13190,Undatable,Yes
EN18218 366,13053,12913,11983,12532,13143,13246,Undatable,Yes
EN18218 367,13078,12949,12035,12585,13175,13304,Undatable,Yes
EN18218 368,13101,12985,12093,12638,13208,13366,Undatable,Yes
EN18218 369,13124,13021,12159,12690,13242,13423,Undatable,Yes
EN18218 370,13146,13056,12223,12742,13277,13484,Undatable,Yes
EN18218 371,13167,13092,12285,12794,13311,13546,Undatable,Yes
EN18218 372,13188,13127,12357,12846,13343,13609,Undatable,Yes
EN18218 373,13209,13162,12423,12898,13379,13670,Undatable,Yes
EN18218 374,13231,13196,12489,12950,13411,13732,Undatable,Yes
EN18218 375,13252,13231,12570,13002,13445,13793,Undatable,Yes
EN18218 376,13274,13267,12643,13054,13479,13848,Undatable,Yes
EN18218 377,13297,13303,12711,13103,13516,13897,Undatable,Yes
EN18218 378,13320,13339,12781,13154,13553,13950,Undatable,Yes
EN18218 379,13344,13375,12856,13202,13590,13997,Undatable,Yes
EN18218 380,13370,13411,12921,13250,13628,14047,Undatable,Yes
EN18218 381,13395,13447,12986,13292,13666,14093,Undatable,Yes
EN18218 382,13424,13483,13047,13328,13702,14146,Undatable,Yes
EN18218 383,13453,13518,13108,13360,13739,14199,Undatable,Yes
EN18218 384,13491,13558,13172,13398,13776,14254,Undatable,Yes
EN18218 385,13544,13609,13232,13454,13812,14299,Undatable,Yes
EN18218 386,13600,13660,13285,13505,13850,14351,Undatable,Yes
EN18218 387,13657,13711,13346,13552,13892,14395,Undatable,Yes
EN18218 388,13712,13762,13397,13596,13941,14436,Undatable,Yes
EN18218 389,13767,13813,13452,13637,13994,14487,Undatable,Yes
EN18218 390,13820,13864,13491,13680,14048,14533,Undatable,Yes
EN18218 391,13874,13915,13536,13723,14105,14579,Undatable,Yes
EN18218 392,13927,13964,13577,13764,14160,14633,Undatable,Yes
EN18218 393,13977,14013,13620,13806,14214,14694,Undatable,Yes
EN18218 394,14026,14061,13661,13849,14264,14760,Undatable,Yes
EN18218 395,14075,14109,13704,13893,14312,14816,Undatable,Yes
EN18218 396,14123,14157,13744,13938,14360,14873,Undatable,Yes
EN18218 397,14171,14206,13785,13985,14411,14929,Undatable,Yes
EN18218 398,14220,14256,13837,14033,14462,14988,Undatable,Yes
EN18218 399,14272,14307,13888,14081,14512,15047,Undatable,Yes
EN18218 400,14322,14358,13940,14130,14564,15107,Undatable,Yes
EN18218 401,14373,14410,13988,14177,14618,15174,Undatable,Yes
EN18218 402,14424,14461,14035,14223,14673,15235,Undatable,Yes
EN18218 403,14474,14513,14080,14268,14729,15288,Undatable,Yes
EN18218 404,14526,14564,14116,14312,14789,15341,Undatable,Yes
EN18218 405,14579,14616,14155,14359,14849,15392,Undatable,Yes
EN18218 406,14636,14671,14191,14416,14901,15441,Undatable,Yes
EN18218 407,14693,14726,14225,14471,14957,15481,Undatable,Yes
EN18218 408,14750,14780,14264,14524,15014,15538,Undatable,Yes
EN18218 409,14807,14835,14298,14577,15069,15597,Undatable,Yes
EN18218 410,14865,14889,14332,14628,15129,15657,Undatable,Yes
EN18218 411,14921,14943,14365,14679,15188,15704,Undatable,Yes
EN18218 412,14977,14998,14407,14727,15251,15751,Undatable,Yes
EN18218 413,15034,15052,14448,14775,15312,15805,Undatable,Yes
EN18218 414,15090,15106,14489,14822,15376,15863,Undatable,Yes
EN18218 415,15145,15160,14529,14869,15438,15917,Undatable,Yes
EN18218 416,15199,15214,14568,14916,15502,15976,Undatable,Yes
EN18218 417,15252,15268,14607,14962,15564,16048,Undatable,Yes
EN18218 418,15304,15321,14651,15008,15625,16125,Undatable,Yes
EN18218 419,15357,15374,14696,15056,15684,16197,Undatable,Yes
EN18218 420,15409,15427,14737,15103,15742,16265,Undatable,Yes
EN18218 421,15462,15479,14792,15150,15797,16334,Undatable,Yes
EN18218 422,15515,15530,14843,15197,15848,16391,Undatable,Yes
EN18218 423,15567,15581,14894,15244,15895,16455,Undatable,Yes
EN18218 424,15619,15632,14934,15293,15942,16537,Undatable,Yes
EN18218 425,15670,15683,14983,15343,15987,16596,Undatable,Yes
EN18218 426,15720,15734,15039,15394,16034,16671,Undatable,Yes
EN18218 427,15771,15785,15088,15447,16081,16743,Undatable,Yes
EN18218 428,15823,15837,15135,15503,16125,16804,Undatable,Yes
EN18218 429,15873,15889,15187,15561,16169,16856,Undatable,Yes
EN18218 430,15923,15941,15236,15622,16213,16907,Undatable,Yes
EN18218 431,15974,15994,15290,15685,16256,16977,Undatable,Yes
EN18218 432,16023,16048,15347,15747,16300,17027,Undatable,Yes
EN18218 433,16073,16101,15395,15810,16344,17081,Undatable,Yes
EN18218 434,16124,16155,15459,15873,16389,17134,Undatable,Yes
EN18218 435,16174,16209,15513,15937,16435,17194,Undatable,Yes
EN18218 436,16225,16262,15575,16003,16483,17256,Undatable,Yes
EN18218 437,16277,16316,15633,16065,16529,17313,Undatable,Yes
EN18218 438,16328,16370,15680,16128,16575,17371,Undatable,Yes
EN18218 439,16381,16423,15723,16192,16621,17420,Undatable,Yes
EN18218 440,16433,16477,15774,16251,16669,17472,Undatable,Yes
EN18218 441,16486,16530,15815,16309,16717,17512,Undatable,Yes
EN18218 442,16539,16584,15859,16367,16767,17554,Undatable,Yes
EN18218 443,16592,16638,15909,16423,16821,17604,Undatable,Yes
EN18218 444,16649,16693,15951,16479,16879,17663,Undatable,Yes
EN18218 445,16713,16752,16004,16541,16937,17704,Undatable,Yes
EN18218 446,16775,16812,16052,16603,16997,17761,Undatable,Yes
EN18218 447,16838,16872,16101,16659,17065,17818,Undatable,Yes
EN18218 448,16901,16932,16151,16713,17133,17864,Undatable,Yes
EN18218 449,16964,16992,16211,16767,17205,17911,Undatable,Yes
EN18218 450,17025,17052,16272,16820,17279,17964,Undatable,Yes
EN18218 451,17086,17112,16323,16871,17354,18016,Undatable,Yes
EN18218 452,17146,17173,16395,16920,17427,18070,Undatable,Yes
EN18218 453,17207,17233,16454,16971,17498,18135,Undatable,Yes
EN18218 454,17266,17292,16521,17021,17565,18199,Undatable,Yes
EN18218 455,17325,17351,16595,17070,17633,18258,Undatable,Yes
EN18218 456,17385,17410,16675,17119,17695,18315,Undatable,Yes
EN18218 457,17444,17467,16751,17169,17755,18389,Undatable,Yes
EN18218 458,17503,17524,16816,17218,17810,18456,Undatable,Yes
EN18218 459,17561,17580,16886,17269,17864,18530,Undatable,Yes
EN18218 460,17618,17636,16939,17322,17917,18604,Undatable,Yes
EN18218 461,17676,17692,16995,17377,17969,18671,Undatable,Yes
EN18218 462,17732,17749,17059,17437,18021,18729,Undatable,Yes
EN18218 463,17788,17807,17112,17501,18072,18797,Undatable,Yes
EN18218 464,17845,17865,17170,17566,18124,18857,Undatable,Yes
EN18218 465,17902,17924,17237,17634,18174,18913,Undatable,Yes
EN18218 466,17961,17984,17292,17704,18221,18977,Undatable,Yes
EN18218 467,18018,18044,17353,17774,18269,19029,Undatable,Yes
EN18218 468,18077,18103,17406,17842,18317,19087,Undatable,Yes
EN18218 469,18140,18163,17461,17911,18367,19140,Undatable,Yes
EN18218 470,18204,18222,17507,17978,18411,19186,Undatable,Yes
EN18218 471,18271,18282,17563,18044,18458,19242,Undatable,Yes
EN18218 472,18337,18341,17607,18107,18506,19291,Undatable,Yes
EN18218 473,18403,18401,17651,18168,18554,19342,Undatable,Yes
EN18218 474,18468,18460,17698,18226,18609,19398,Undatable,Yes
EN18218 475,18532,18521,17735,18286,18676,19453,Undatable,Yes
EN18218 476,18594,18587,17776,18351,18761,19495,Undatable,Yes
EN18218 477,18653,18652,17828,18410,18856,19544,Undatable,Yes
EN18218 478,18713,18718,17872,18467,18951,19598,Undatable,Yes
EN18218 479,18775,18784,17915,18524,19045,19642,Undatable,Yes
EN18218 480,18840,18850,17960,18583,19137,19687,Undatable,Yes
EN18218 481,18908,18917,18012,18639,19226,19735,Undatable,Yes
EN18218 482,18974,18983,18061,18692,19310,19786,Undatable,Yes
EN18218 483,19042,19049,18115,18743,19395,19838,Undatable,Yes
EN18218 484,19109,19114,18159,18795,19479,19894,Undatable,Yes
EN18218 485,19179,19179,18215,18843,19558,19947,Undatable,Yes
EN18218 486,19249,19243,18259,18889,19631,20003,Undatable,Yes
EN18218 487,19320,19306,18315,18934,19705,20053,Undatable,Yes
EN18218 488,19390,19368,18368,18982,19773,20100,Undatable,Yes
EN18218 489,19462,19429,18418,19030,19836,20150,Undatable,Yes
EN18218 490,19537,19490,18469,19078,19896,20195,Undatable,Yes
EN18218 491,19613,19552,18523,19126,19955,20239,Undatable,Yes
EN18218 492,19690,19615,18570,19175,20013,20287,Undatable,Yes
EN18218 493,19768,19678,18625,19224,20071,20338,Undatable,Yes
EN18218 494,19848,19743,18666,19271,20128,20385,Undatable,Yes
EN18218 495,19928,19809,18709,19322,20188,20435,Undatable,Yes
EN18218 496,20008,19875,18759,19372,20246,20482,Undatable,Yes
EN18218 497,20088,19942,18805,19419,20305,20532,Undatable,Yes
EN18218 498,20168,20009,18853,19465,20365,20576,Undatable,Yes
EN18218 499,20246,20076,18902,19511,20426,20622,Undatable,Yes
EN18218 500,20324,20143,18950,19554,20488,20673,Undatable,Yes
EN18218 501,20402,20209,18988,19599,20554,20724,Undatable,Yes
EN18218 502,20478,20276,19027,19643,20623,20775,Undatable,Yes
EN18218 503,20553,20343,19061,19686,20697,20833,Undatable,Yes
EN18218 504,20617,20401,19092,19731,20763,20910,Undatable,Yes
EN18218 505,20646,20436,19137,19771,20791,21005,Undatable,Yes
EN18218 506,20669,20470,19180,19811,20822,21105,Undatable,Yes
EN18218 507,20687,20505,19225,19851,20859,21206,Undatable,Yes
EN18218 508,20702,20539,19273,19890,20912,21315,Undatable,Yes
EN18218 509,20715,20574,19322,19931,20970,21435,Undatable,Yes
EN18218 510,20727,20609,19366,19971,21025,21538,Undatable,Yes
EN18218 511,20740,20643,19420,20012,21081,21646,Undatable,Yes
EN18218 512,20752,20678,19472,20050,21134,21770,Undatable,Yes
EN18218 513,20764,20713,19524,20089,21190,21889,Undatable,Yes
EN18218 514,20774,20748,19574,20128,21245,22001,Undatable,Yes
EN18218 515,20786,20783,19634,20167,21299,22100,Undatable,Yes
EN18218 516,20796,20818,19695,20206,21355,22189,Undatable,Yes
EN18218 517,20807,20852,19751,20244,21412,22292,Undatable,Yes
EN18218 518,20817,20887,19809,20283,21467,22391,Undatable,Yes
EN18218 519,20826,20921,19866,20321,21524,22496,Undatable,Yes
EN18218 520,20836,20956,19925,20361,21581,22594,Undatable,Yes
EN18218 521,20845,20990,19989,20399,21639,22704,Undatable,Yes
EN18218 522,20854,21025,20047,20438,21699,22796,Undatable,Yes
EN18218 523,20863,21059,20112,20479,21756,22895,Undatable,Yes
EN18218 524,20872,21094,20175,20517,21813,22986,Undatable,Yes
EN18218 525,20881,21128,20236,20556,21873,23082,Undatable,Yes
EN18218 526,20891,21163,20297,20594,21931,23170,Undatable,Yes
EN18218 527,20900,21198,20359,20633,21988,23257,Undatable,Yes
EN18218 528,20911,21232,20418,20673,22045,23345,Undatable,Yes
EN18218 529,20922,21267,20478,20710,22102,23423,Undatable,Yes
EN18218 530,20934,21301,20539,20747,22159,23516,Undatable,Yes
EN18218 531,20946,21336,20598,20785,22216,23602,Undatable,Yes
EN18218 532,20960,21370,20653,20818,22274,23668,Undatable,Yes
EN18218 533,20975,21404,20709,20845,22334,23741,Undatable,Yes
EN18218 534,20992,21439,20766,20869,22394,23824,Undatable,Yes
EN18218 535,21010,21473,20816,20893,22453,23906,Undatable,Yes
EN18218 536,21030,21507,20844,20915,22514,23982,Undatable,Yes
EN18218 537,21123,21582,20908,20989,22572,24055,Undatable,Yes
EN18218 538,21242,21671,20970,21066,22629,24127,Undatable,Yes
EN18218 539,21351,21759,21024,21137,22690,24197,Undatable,Yes
EN18218 540,21457,21848,21075,21206,22752,24271,Undatable,Yes
EN18218 541,21559,21937,21126,21274,22815,24347,Undatable,Yes
EN18218 542,21664,22026,21172,21339,22885,24425,Undatable,Yes
EN18218 543,21763,22115,21218,21405,22971,24503,Undatable,Yes
EN18218 544,21861,22203,21267,21471,23063,24581,Undatable,Yes
EN18218 545,21962,22292,21310,21535,23173,24659,Undatable,Yes
EN18218 546,22060,22379,21353,21600,23292,24740,Undatable,Yes
EN18218 547,22154,22467,21398,21664,23406,24817,Undatable,Yes
EN18218 548,22246,22553,21441,21728,23513,24895,Undatable,Yes
EN18218 549,22336,22638,21487,21792,23623,24969,Undatable,Yes
EN18218 550,22428,22722,21531,21855,23732,25049,Undatable,Yes
EN18218 551,22517,22805,21577,21918,23840,25123,Undatable,Yes
EN18218 552,22600,22889,21624,21981,23957,25196,Undatable,Yes
EN18218 553,22683,22973,21668,22044,24066,25274,Undatable,Yes
EN18218 554,22773,23058,21712,22106,24194,25348,Undatable,Yes
EN18218 555,22858,23143,21756,22168,24341,25424,Undatable,Yes
EN18218 556,22942,23230,21801,22229,24487,25498,Undatable,Yes
EN18218 557,23023,23316,21846,22291,24652,25575,Undatable,Yes
EN18218 558,23106,23403,21889,22353,24817,25654,Undatable,Yes
EN18218 559,23186,23489,21934,22417,24994,25730,Undatable,Yes
EN18218 560,23266,23575,21975,22478,25173,25815,Undatable,Yes
EN18218 561,23339,23661,22022,22541,25357,25891,Undatable,Yes
EN18218 562,23411,23746,22067,22604,25530,25971,Undatable,Yes
EN18218 563,23485,23831,22114,22667,25712,26061,Undatable,Yes
EN18218 564,23555,23916,22162,22732,25881,26154,Undatable,Yes
EN18218 565,23623,24000,22213,22799,26042,26268,Undatable,Yes
EN18218 566,23687,24077,22260,22871,26165,26380,Undatable,Yes
EN18218 567,23752,24132,22308,22940,26198,26410,Undatable,Yes
EN18218 568,23813,24188,22359,23010,26229,26443,Undatable,Yes
EN18218 569,23874,24243,22407,23086,26261,26476,Undatable,Yes
EN18218 570,23938,24299,22470,23162,26295,26510,Undatable,Yes
EN18218 571,23997,24356,22523,23237,26327,26544,Undatable,Yes
EN18218 572,24058,24413,22588,23313,26358,26582,Undatable,Yes
EN18218 573,24119,24470,22654,23395,26385,26618,Undatable,Yes
EN18218 574,24180,24528,22719,23479,26416,26657,Undatable,Yes
EN18218 575,24239,24587,22791,23563,26446,26699,Undatable,Yes
EN18218 576,24300,24646,22870,23649,26475,26738,Undatable,Yes
EN18218 577,24360,24706,22954,23737,26504,26780,Undatable,Yes
EN18218 578,24422,24766,23038,23820,26531,26824,Undatable,Yes
EN18218 579,24483,24826,23134,23907,26558,26868,Undatable,Yes
EN18218 580,24545,24887,23226,23992,26585,26911,Undatable,Yes
EN18218 581,24605,24948,23321,24075,26612,26950,Undatable,Yes
EN18218 582,24665,25009,23426,24163,26638,26993,Undatable,Yes
EN18218 583,24725,25070,23532,24251,26665,27037,Undatable,Yes
EN18218 584,24784,25131,23647,24337,26692,27079,Undatable,Yes
EN18218 585,24847,25192,23748,24423,26717,27124,Undatable,Yes
EN18218 586,24910,25253,23848,24507,26743,27168,Undatable,Yes
EN18218 587,24972,25314,23940,24590,26771,27210,Undatable,Yes
EN18218 588,25036,25375,24038,24672,26799,27255,Undatable,Yes
EN18218 589,25099,25436,24130,24756,26824,27298,Undatable,Yes
EN18218 590,25163,25497,24201,24838,26849,27342,Undatable,Yes
EN18218 591,25229,25557,24267,24919,26875,27385,Undatable,Yes
EN18218 592,25299,25618,24349,24994,26902,27427,Undatable,Yes
EN18218 593,25369,25679,24430,25070,26927,27469,Undatable,Yes
EN18218 594,25440,25740,24508,25143,26954,27512,Undatable,Yes
EN18218 595,25512,25801,24579,25214,26980,27553,Undatable,Yes
EN18218 596,25585,25861,24646,25283,27004,27588,Undatable,Yes
EN18218 597,25652,25919,24712,25353,27033,27627,Undatable,Yes
EN18218 598,25717,25977,24788,25420,27059,27663,Undatable,Yes
EN18218 599,25783,26034,24859,25486,27090,27700,Undatable,Yes
EN18218 600,25847,26091,24936,25548,27117,27734,Undatable,Yes
EN18218 601,25914,26149,25025,25611,27144,27767,Undatable,Yes
EN18218 602,25980,26206,25104,25673,27171,27795,Undatable,Yes
EN18218 603,26045,26263,25183,25732,27198,27829,Undatable,Yes
EN18218 604,26109,26320,25262,25790,27228,27858,Undatable,Yes
EN18218 605,26177,26378,25341,25848,27258,27887,Undatable,Yes
EN18218 606,26243,26435,25420,25903,27292,27918,Undatable,Yes
EN18218 607,26310,26492,25483,25958,27325,27950,Undatable,Yes
EN18218 608,26375,26549,25556,26014,27359,27976,Undatable,Yes
EN18218 609,26441,26605,25612,26066,27394,28003,Undatable,Yes
EN18218 610,26508,26662,25669,26118,27427,28032,Undatable,Yes
EN18218 611,26575,26719,25719,26172,27465,28061,Undatable,Yes
EN18218 612,26643,26775,25763,26226,27506,28088,Undatable,Yes
EN18218 613,26709,26831,25827,26278,27546,28117,Undatable,Yes
EN18218 614,26775,26886,25887,26330,27591,28148,Undatable,Yes
EN18218 615,26843,26941,25931,26380,27632,28177,Undatable,Yes
EN18218 616,26907,26996,25980,26432,27675,28213,Undatable,Yes
EN18218 617,26972,27049,26036,26484,27715,28252,Undatable,Yes
EN18218 618,27034,27102,26087,26534,27753,28294,Undatable,Yes
EN18218 619,27096,27154,26146,26588,27790,28351,Undatable,Yes
EN18218 620,27157,27206,26192,26642,27827,28418,Undatable,Yes
EN18218 621,27215,27258,26241,26697,27864,28489,Undatable,Yes
EN18218 622,27271,27309,26292,26752,27900,28573,Undatable,Yes
EN18218 623,27328,27361,26339,26809,27937,28675,Undatable,Yes
EN18218 624,27384,27414,26396,26869,27975,28784,Undatable,Yes
EN18218 625,27439,27465,26442,26929,28011,28822,Undatable,Yes
EN18218 626,27494,27516,26495,26992,28046,28830,Undatable,Yes
EN18218 627,27549,27568,26556,27061,28084,28838,Undatable,Yes
EN18218 628,27605,27621,26623,27130,28122,28847,Undatable,Yes
EN18218 629,27662,27674,26689,27204,28159,28857,Undatable,Yes
EN18218 630,27717,27729,26757,27272,28198,28865,Undatable,Yes
EN18218 631,27774,27783,26843,27343,28236,28870,Undatable,Yes
EN18218 632,27833,27839,26930,27415,28274,28874,Undatable,Yes
EN18218 633,27890,27894,27025,27483,28313,28882,Undatable,Yes
EN18218 634,27948,27950,27118,27552,28353,28890,Undatable,Yes
EN18218 635,28005,28006,27201,27620,28395,28901,Undatable,Yes
EN18218 636,28065,28063,27292,27684,28440,28910,Undatable,Yes
EN18218 637,28124,28119,27377,27748,28485,28927,Undatable,Yes
EN18218 638,28182,28175,27463,27810,28530,28932,Undatable,Yes
EN18218 639,28243,28231,27535,27869,28577,28944,Undatable,Yes
EN18218 640,28301,28288,27607,27933,28628,28962,Undatable,Yes
EN18218 641,28363,28344,27677,27990,28680,28985,Undatable,Yes
EN18218 642,28423,28400,27741,28049,28735,29003,Undatable,Yes
EN18218 643,28483,28457,27802,28107,28791,29029,Undatable,Yes
EN18218 644,28544,28513,27857,28163,28853,29056,Undatable,Yes
EN18218 645,28603,28570,27908,28218,28913,29095,Undatable,Yes
EN18218 646,28665,28626,27955,28269,28972,29141,Undatable,Yes
EN18218 646.25,28679,28641,27969,28284,28987,29154,Undatable,Yes
